INJE1,PRODU10,PRODU11,PRODU12,PRODU13,PRODU14,PRODU15,PRODU16,PRODU17,PRODU18,PRODU19,PRODU2,PRODU20,PRODU21,PRODU22,PRODU23,PRODU24,PRODU25,PRODU26,PRODU27,PRODU28,PRODU29,PRODU3,PRODU30,PRODU31,PRODU32,PRODU33,PRODU34,PRODU35,PRODU36,PRODU37,PRODU38,PRODU39,PRODU4,PRODU40,PRODU41,PRODU42,PRODU43,PRODU44,PRODU45,PRODU46,PRODU47,PRODU48,PRODU49,PRODU5,PRODU50,PRODU6,PRODU7,PRODU8,PRODU9,Time
0.0,254991.34375,254992.015625,254992.03125,254998.375,254995.90625,254988.421875,253734.25,254969.828125,254997.5625,254997.546875,254997.28125,254999.28125,163728.25,235430.421875,122707.640625,254996.40625,254996.359375,86691.3828125,0.0,0.0,0.0,254988.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254995.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254996.0625,0.0,254993.921875,254997.125,254997.046875,232512.828125,2000-06-19 00:00:00.000000
0.0,269991.34375,269992.03125,269828.875,269998.125,269995.90625,269988.40625,267178.125,269969.34375,269997.5625,269997.5625,269997.28125,269999.25,172397.78125,246885.703125,128238.5234375,269996.40625,269996.375,90729.3359375,0.0,0.0,0.0,269988.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269996.0625,0.0,269993.9375,269997.125,269997.03125,243256.84375,2000-06-29 00:00:00.000000
0.0,284991.34375,284992.03125,284244.46875,284998.09375,284995.90625,284988.40625,280008.34375,284969.03125,284997.5625,284997.5625,284997.28125,284999.25,180960.875,258060.59375,133668.78125,284996.40625,284996.375,94702.1796875,0.0,0.0,0.0,284988.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284995.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284996.0625,0.0,284993.9375,284997.125,284997.03125,253651.875,2000-07-09 00:00:00.000000
0.0,299991.34375,299992.0,298264.78125,299998.0625,299995.90625,299988.40625,292237.03125,299967.65625,299997.5625,299997.5625,299997.28125,299999.25,189410.0,268958.71875,139003.75,299996.40625,299996.375,98610.1640625,0.0,0.0,0.0,299988.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299995.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299996.0625,0.0,299993.96875,299997.125,299997.03125,263742.78125,2000-07-19 00:00:00.000000
0.0,314991.34375,314992.03125,311901.25,314998.0625,314995.875,314988.40625,303868.90625,314966.5,314997.5625,314997.5625,314997.28125,314999.25,197737.375,279586.53125,144244.828125,314996.40625,314996.375,102453.8671875,0.0,0.0,0.0,314989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314995.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314996.0625,0.0,314993.9375,314997.125,314997.03125,273554.15625,2000-07-29 00:00:00.000000
0.0,329991.34375,329991.96875,325161.59375,329998.0625,329995.84375,329988.40625,314922.21875,329965.28125,329997.5625,329997.5625,329997.28125,329999.25,205938.296875,289951.25,149394.109375,329996.40625,329996.375,106242.7734375,0.0,0.0,0.0,329989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329996.0625,0.0,329993.90625,329997.125,329997.03125,283084.90625,2000-08-08 00:00:00.000000
0.0,344991.34375,344991.90625,338053.4375,344998.0625,344995.84375,344988.40625,325414.84375,344964.71875,344997.5625,344997.53125,344997.28125,344999.25,214011.265625,300059.0625,154448.984375,344996.40625,344996.375,109986.921875,0.0,0.0,0.0,344988.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344996.0625,0.0,344993.90625,344997.125,344997.03125,292325.65625,2000-08-18 00:00:00.000000
0.0,359991.34375,359991.90625,350584.0,359998.0625,359995.84375,359988.40625,335362.78125,359964.5625,359997.5625,359997.53125,359997.28125,359999.21875,221955.53125,309915.75,159402.546875,359996.40625,359996.375,113697.171875,0.0,0.0,0.0,359989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359996.0625,0.0,359993.9375,359997.125,359997.03125,301285.46875,2000-08-28 00:00:00.000000
0.0,374991.34375,374629.3125,362760.78125,374998.0625,374995.84375,374988.40625,344779.46875,374964.40625,374997.5625,374997.5,374997.28125,374999.21875,229773.21875,319525.84375,164254.75,374996.40625,374996.375,117378.5078125,0.0,0.0,0.0,374989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374996.0625,0.0,374993.90625,374997.125,374997.0625,309990.65625,2000-09-07 00:00:00.000000
0.0,389991.34375,388616.25,374592.3125,389998.0625,389995.84375,389988.40625,353696.5,389964.15625,389997.5625,389997.5,389997.28125,389999.21875,237463.796875,328891.78125,169010.03125,389996.40625,389996.375,121031.375,0.0,0.0,0.0,389989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389996.0625,0.0,389861.6875,389997.125,389997.0625,318455.5,2000-09-17 00:00:00.000000
0.0,404991.34375,402010.6875,386087.5,404998.0625,404995.8125,404988.40625,362143.75,404963.96875,404997.5625,404997.5,404997.28125,404999.21875,245027.703125,338015.78125,173671.125,404996.40625,404996.375,124654.6640625,0.0,0.0,0.0,404989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404996.0625,0.0,403975.78125,404997.125,404997.0625,326683.25,2000-09-27 00:00:00.000000
0.0,419991.34375,414857.375,397255.9375,419998.0625,419995.8125,419988.40625,370148.6875,419963.9375,419997.5625,419997.5,419997.28125,419999.21875,252465.4375,346900.5625,178234.546875,419996.40625,419996.375,128248.546875,0.0,0.0,0.0,419989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419996.0625,0.0,417387.875,419997.125,419997.0625,334674.78125,2000-10-07 00:00:00.000000
0.0,434991.34375,427202.59375,408107.40625,434998.0625,434995.8125,434988.40625,377741.375,434963.875,434997.5625,434997.5,434997.28125,434999.21875,259777.734375,355556.0625,182690.953125,434996.40625,434996.375,131812.359375,0.0,0.0,0.0,434989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434996.0625,0.0,430137.625,434997.125,434997.0625,342439.8125,2000-10-17 00:00:00.000000
0.0,449991.34375,439077.5,418651.5625,449998.0625,449995.8125,449988.40625,384949.21875,449963.84375,449997.5625,449997.5,449997.28125,449999.21875,266962.03125,363987.40625,187040.9375,449996.40625,449996.375,135345.53125,0.0,0.0,0.0,449989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449995.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449996.09375,0.0,442282.84375,449997.125,449997.0625,349994.4375,2000-10-27 00:00:00.000000
0.0,464991.34375,450505.59375,428901.46875,464998.0625,464995.8125,464988.40625,391879.59375,464963.8125,464997.5625,464997.46875,464997.28125,464999.21875,274016.125,372197.8125,191289.015625,464996.375,464996.375,138847.078125,0.0,0.0,0.0,464989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464995.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464995.875,0.0,453870.84375,464997.125,464997.0625,357354.09375,2000-11-06 00:00:00.000000
0.0,479991.34375,461503.8125,438870.90625,479998.0625,479995.8125,479988.40625,398548.9375,479963.8125,479997.5625,479997.46875,479997.28125,479999.21875,280938.96875,380190.0625,195437.25,479996.375,479996.375,142315.78125,0.0,0.0,0.0,479989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479995.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479995.875,0.0,464935.875,479997.125,479997.0625,364531.34375,2000-11-16 00:00:00.000000
0.0,494991.34375,472083.5625,448567.21875,494998.0625,494995.8125,494988.40625,404970.40625,494963.8125,494997.5625,494997.46875,494997.28125,494999.21875,287732.25,387964.125,199484.171875,494996.34375,494996.375,145750.453125,0.0,0.0,0.0,494989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494995.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494995.8125,0.0,475505.9375,494997.125,494997.0625,371531.75,2000-11-26 00:00:00.000000
0.0,509991.3125,482258.5,457993.65625,509998.0625,509995.8125,509988.40625,411179.03125,509963.78125,509997.5625,509997.46875,509997.28125,509999.21875,294403.5,395519.59375,203424.8125,509996.34375,509996.375,149149.953125,0.0,0.0,0.0,509989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509995.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509995.8125,0.0,485595.0,509997.15625,509997.0625,378358.59375,2000-12-06 00:00:00.000000
0.0,524991.3125,492034.96875,467153.09375,524998.0625,524995.8125,524988.4375,417187.71875,524963.75,524997.5625,524997.4375,524997.3125,524999.25,300952.03125,402857.875,207262.203125,524996.3125,524996.375,152513.15625,0.0,0.0,0.0,524988.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524995.75,0.0,495220.3125,524997.125,524997.0625,385014.8125,2000-12-16 00:00:00.000000
0.0,539991.3125,501417.46875,476050.0,539998.0625,539995.8125,539988.375,423003.3125,539963.6875,539997.5625,539634.625,539997.25,539999.25,307377.71875,409981.03125,211001.609375,539996.3125,539996.375,155838.984375,0.0,0.0,0.0,539988.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539995.75,0.0,504404.65625,539997.125,539997.0625,391510.90625,2000-12-26 00:00:00.000000
0.0,554991.3125,510290.6875,484446.1875,554998.0625,554995.8125,554988.375,428160.03125,554963.6875,554997.5625,553635.375,554997.25,554999.25,313554.21875,416891.8125,214643.09375,554996.3125,554996.375,159121.984375,14999.9833984375,15000.0,13638.197265625,554988.75,4488.4111328125,3504.8359375,15000.0,15000.0,15000.0,11519.69921875,14999.9873046875,12849.509765625,14999.9296875,1369.94287109375,554995.0,14999.9990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554995.75,0.0,511059.03125,554997.125,554997.0625,397821.0625,2001-01-05 00:00:00.000000
0.0,569991.3125,518607.96875,492456.875,569998.0625,569995.8125,569988.375,432974.46875,569601.0,569997.5625,567039.3125,569997.25,567606.0,319462.125,423592.25,218220.953125,569996.3125,569996.375,162357.3125,29999.998046875,29999.994140625,25174.560546875,569988.75,8933.515625,7070.06640625,29999.998046875,29773.048828125,29999.919921875,22363.4921875,29999.94140625,23711.31640625,29989.791015625,2536.24755859375,569995.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569995.75,0.0,516724.28125,569997.125,569997.0625,403928.6875,2001-01-15 00:00:00.000000
0.0,584991.3125,526378.5625,500167.40625,584998.0625,584995.8125,584988.375,437590.15625,583911.5,584997.5625,579870.875,584291.3125,578717.25,325112.9375,430079.4375,221730.25,584996.3125,584996.375,165545.234375,44999.9921875,44999.98828125,35768.98828125,584988.75,13200.6220703125,10556.0927734375,44999.18359375,43722.453125,44999.91796875,32148.044921875,44999.94140625,33747.359375,44989.9765625,3595.75537109375,584995.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584995.75,0.0,521875.75,584997.125,584997.0625,409809.75,2001-01-25 00:00:00.000000
0.0,599991.3125,533636.4375,507613.4375,599998.0625,599995.8125,599988.375,442058.46875,597932.5,599997.5625,592147.375,597815.25,588781.4375,330525.625,436357.03125,225168.734375,599996.3125,599996.375,168686.421875,59999.9921875,59999.98828125,45776.6953125,599793.375,17310.84765625,13967.2197265625,59997.96484375,57015.9921875,59999.91796875,41070.86328125,59999.94140625,43280.0546875,59989.66796875,4570.78173828125,599995.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599995.75,0.0,526639.25,599997.125,599997.0625,415487.8125,2001-02-04 00:00:00.000000
0.0,614991.3125,540428.0,514810.46875,614998.0625,614995.8125,614988.375,446399.71875,611664.0625,614997.5625,603879.9375,610694.625,598067.3125,335721.15625,442425.0,228535.578125,614996.3125,614996.375,171777.609375,74999.9921875,74186.4609375,55353.90234375,613943.625,21265.205078125,17287.951171875,74997.7734375,69734.828125,74999.921875,49235.15625,74999.9375,52350.1796875,74987.0625,5481.8935546875,614995.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614652.75,0.0,531067.875,614997.125,614997.0625,420963.8125,2001-02-14 00:00:00.000000
0.0,629991.3125,546811.875,521764.25,629998.0625,629995.8125,629988.375,450623.78125,625098.9375,629997.5625,615077.9375,623006.5,606744.875,340718.90625,448287.15625,231830.296875,629996.3125,629996.375,174821.015625,89999.9921875,87683.921875,64587.63671875,627488.75,25064.908203125,20507.212890625,89995.3046875,81927.4453125,89999.921875,56738.68359375,89999.9375,61006.90234375,89986.296875,6343.26611328125,629995.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628364.5625,0.0,535197.6875,629997.125,629997.0625,426237.78125,2001-02-24 00:00:00.000000
0.0,644991.3125,552826.3125,528477.1875,644998.0625,644995.8125,644988.375,454736.59375,638231.25,644997.5625,625757.3125,634808.5625,614885.4375,345535.125,453948.46875,235053.890625,644996.3125,644699.5625,177819.140625,104999.9921875,100673.2109375,73522.03125,640463.9375,28712.119140625,23618.466796875,104995.28125,93629.984375,104999.921875,63662.0625,104999.9375,69299.90625,104985.5078125,7164.69873046875,644995.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641266.5,0.0,539059.75,644997.125,644997.0625,431311.65625,2001-03-06 00:00:00.000000
0.0,659991.3125,558499.9375,534950.875,659998.0625,659995.8125,659988.375,458742.40625,651062.0,659997.5625,635931.125,646143.625,622528.0625,350183.0625,459414.25,238212.6875,659996.3125,658964.25,180772.96875,119999.9921875,113233.7421875,82185.0078125,652899.125,32209.42578125,26618.349609375,119994.8984375,104861.703125,119999.921875,70068.53125,119999.9375,77255.5859375,119985.4296875,7953.99365234375,659995.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653440.5625,0.0,542677.4375,659997.125,659997.0625,436189.34375,2001-03-16 00:00:00.000000
0.0,674991.3125,563853.375,541182.75,674998.0625,674995.75,674988.375,462644.84375,663596.6875,674997.5625,645606.9375,657039.6875,629706.6875,354673.21875,464689.59375,241309.375,674996.3125,672823.75,183683.078125,134999.921875,125404.5390625,90594.875,664821.0,35560.37109375,29505.71875,134993.65625,115641.5390625,134999.921875,76011.6015625,134999.71875,84893.9140625,134985.21875,8717.1123046875,674995.0,135000.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664946.8125,0.0,546068.875,674997.125,674997.0625,440875.40625,2001-03-26 00:00:00.000000
0.0,689991.3125,568905.6875,547171.5,689998.0625,689995.75,689988.375,466447.625,675843.25,689997.5625,654795.3125,667521.5,636439.125,359012.34375,469771.71875,244346.78125,689996.3125,686293.8125,186548.84375,149999.921875,137202.453125,98762.046875,676253.8125,38769.10546875,32280.892578125,149993.546875,125987.0234375,149999.921875,81558.5390625,149999.703125,92230.6015625,149985.21875,9457.1591796875,689661.875,150000.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675865.875,0.0,549257.5625,689997.125,689997.0625,445375.9375,2001-04-05 00:00:00.000000
0.0,704991.3125,573675.25,552919.5625,704998.0,704995.5625,704988.375,470153.6875,687808.5625,704997.5625,663504.3125,677611.0,642737.0,363205.5625,474647.5625,247328.671875,704996.25,699381.875,189369.390625,164999.875,148629.921875,106692.046875,687219.0625,41839.4140625,34945.3203125,164993.546875,135907.921875,164999.921875,86791.3515625,164999.703125,99280.4296875,164985.0,10175.6123046875,703565.25,164998.546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686298.375,0.0,552273.6875,704997.125,704997.0625,449697.96875,2001-04-15 00:00:00.000000
